Time,Reading
2024-09-16 10:30:34.344,0.30280828
2024-09-16 10:30:34.356,0.29795122
2024-09-16 10:30:34.368,0.30094194
2024-09-16 10:30:34.381,0.30240154
2024-09-16 10:30:34.394,0.29558229
2024-09-16 10:30:34.405,0.30292797
2024-09-16 10:30:34.418,0.30153989
2024-09-16 10:30:34.431,0.29697036
2024-09-16 10:30:34.443,0.29938650
2024-09-16 10:30:34.455,0.29759216
2024-09-16 10:30:34.467,0.29742479
2024-09-16 10:30:34.480,0.30209016
2024-09-16 10:30:34.491,0.29697036
2024-09-16 10:30:34.504,0.29775953
2024-09-16 10:30:34.516,0.29986524
2024-09-16 10:30:34.529,0.29704189
2024-09-16 10:30:34.541,0.30058288
2024-09-16 10:30:34.553,0.30465030
2024-09-16 10:30:34.566,0.29070186
2024-09-16 10:30:34.577,0.29917144
2024-09-16 10:30:34.590,0.29747247
2024-09-16 10:30:34.606,0.29665899
2024-09-16 10:30:34.618,0.30235338
2024-09-16 10:30:34.631,0.29804706
2024-09-16 10:30:34.643,0.30276012
2024-09-16 10:30:34.655,0.29955434
2024-09-16 10:30:34.668,0.29732894
2024-09-16 10:30:34.681,0.30144405
2024-09-16 10:30:34.693,0.30299949
2024-09-16 10:30:34.705,0.29548692
2024-09-16 10:30:34.717,0.30256891
2024-09-16 10:30:34.729,0.29740095
2024-09-16 10:30:34.742,0.30098962
2024-09-16 10:30:34.754,0.30204248
2024-09-16 10:30:34.767,0.30395650
2024-09-16 10:30:34.779,0.30333471
2024-09-16 10:30:34.791,0.30204248
2024-09-16 10:30:34.803,0.29632425
2024-09-16 10:30:34.816,0.29941082
2024-09-16 10:30:34.828,0.29869270
2024-09-16 10:30:34.840,0.29692220
2024-09-16 10:30:34.852,0.30256891
2024-09-16 10:30:34.865,0.29680252
2024-09-16 10:30:34.877,0.29754447
2024-09-16 10:30:34.893,0.30010461
2024-09-16 10:30:34.905,0.29720926
2024-09-16 10:30:34.917,0.30211448
2024-09-16 10:30:34.929,0.29742479
2024-09-16 10:30:34.943,0.29859733
2024-09-16 10:30:34.955,0.30003261
2024-09-16 10:30:34.967,0.29630041
2024-09-16 10:30:34.979,0.29548692
2024-09-16 10:30:34.992,0.30297565
2024-09-16 10:30:35.003,0.29594135
2024-09-16 10:30:35.016,0.30151605
2024-09-16 10:30:35.029,0.30323886
2024-09-16 10:30:35.041,0.29661130
2024-09-16 10:30:35.053,0.30304765
2024-09-16 10:30:35.066,0.30182743
2024-09-16 10:30:35.078,0.29699420
2024-09-16 10:30:35.090,0.29960203
2024-09-16 10:30:35.102,0.29697036
2024-09-16 10:30:35.115,0.29661130
2024-09-16 10:30:35.127,0.30010461
2024-09-16 10:30:35.139,0.30063104
2024-09-16 10:30:35.151,0.30005645
2024-09-16 10:30:35.167,0.29993677
2024-09-16 10:30:35.179,0.29675483
2024-09-16 10:30:35.192,0.30223417
2024-09-16 10:30:35.204,0.29699420
2024-09-16 10:30:35.216,0.29914760
2024-09-16 10:30:35.229,0.29960203
2024-09-16 10:30:35.242,0.29725742
2024-09-16 10:30:35.254,0.29570198
2024-09-16 10:30:35.266,0.30323886
2024-09-16 10:30:35.278,0.29548692
2024-09-16 10:30:35.290,0.30151605
2024-09-16 10:30:35.303,0.31405353
2024-09-16 10:30:35.315,0.30606222
2024-09-16 10:30:35.327,0.30290365
2024-09-16 10:30:35.340,0.29567813
2024-09-16 10:30:35.352,0.29699420
2024-09-16 10:30:35.365,0.30005645
2024-09-16 10:30:35.376,0.29747247
2024-09-16 10:30:35.389,0.31797742
2024-09-16 10:30:35.401,0.32118320
2024-09-16 10:30:35.413,0.29747247
2024-09-16 10:30:35.426,0.30063104
2024-09-16 10:30:35.441,0.30120515
2024-09-16 10:30:35.454,0.29584550
2024-09-16 10:30:35.466,0.30326271
2024-09-16 10:30:35.478,0.29720926
2024-09-16 10:30:35.491,0.30180311
2024-09-16 10:30:35.504,0.30218601
2024-09-16 10:30:35.516,0.29579782
2024-09-16 10:30:35.528,0.30333471
2024-09-16 10:30:35.541,0.30180311
2024-09-16 10:30:35.553,0.29699420
2024-09-16 10:30:35.564,0.29914760
2024-09-16 10:30:35.577,0.29737710
2024-09-16 10:30:35.590,0.29682683
2024-09-16 10:30:35.602,0.30220985
2024-09-16 10:30:35.614,0.29642009
2024-09-16 10:30:35.626,0.29759216
2024-09-16 10:30:35.639,0.30003261
2024-09-16 10:30:35.651,0.29711389
2024-09-16 10:30:35.663,0.30173158
2024-09-16 10:30:35.676,0.29665899
2024-09-16 10:30:35.688,0.29816627
2024-09-16 10:30:35.700,0.29914760
2024-09-16 10:30:35.713,0.29697036
2024-09-16 10:30:35.728,0.29565429
2024-09-16 10:30:35.740,0.30285596
2024-09-16 10:30:35.753,0.30144405
2024-09-16 10:30:35.762,0.29522371
2024-09-16 10:30:35.778,0.30098962
2024-09-16 10:30:35.791,0.29668283
2024-09-16 10:30:35.803,0.30273628
2024-09-16 10:30:35.815,0.30070257
2024-09-16 10:30:35.828,0.29706573
2024-09-16 10:30:35.840,0.30153989
2024-09-16 10:30:35.852,0.30524873
2024-09-16 10:30:35.864,0.29819059
2024-09-16 10:30:35.876,0.29775953
2024-09-16 10:30:35.889,0.29773569
2024-09-16 10:30:35.901,0.30058288
2024-09-16 10:30:35.913,0.30223417
2024-09-16 10:30:35.925,0.29558229
2024-09-16 10:30:35.938,0.30242538
2024-09-16 10:30:35.950,0.29807090
2024-09-16 10:30:35.963,0.30072641
2024-09-16 10:30:35.975,0.30273628
2024-09-16 10:30:35.987,0.29575014
2024-09-16 10:30:36.003,0.29673099
2024-09-16 10:30:36.015,0.30019998
2024-09-16 10:30:36.027,0.29756832
2024-09-16 10:30:36.036,0.29859733
2024-09-16 10:30:36.049,0.29895591
2024-09-16 10:30:36.065,0.29988908
2024-09-16 10:30:36.077,0.29957818
2024-09-16 10:30:36.090,0.29807090
2024-09-16 10:30:36.102,0.29634809
2024-09-16 10:30:36.114,0.30232954
2024-09-16 10:30:36.126,0.29560661
2024-09-16 10:30:36.139,0.30393266
2024-09-16 10:30:36.151,0.29921913
2024-09-16 10:30:36.163,0.29708957
2024-09-16 10:30:36.175,0.30220985
2024-09-16 10:30:36.188,0.30299949
2024-09-16 10:30:36.200,0.29551076
2024-09-16 10:30:36.212,0.30134868
2024-09-16 10:30:36.225,0.29630041
2024-09-16 10:30:36.237,0.29850149
2024-09-16 10:30:36.249,0.30266475
2024-09-16 10:30:36.262,0.29651546
2024-09-16 10:30:36.277,0.30230569
2024-09-16 10:30:36.289,0.30008029
2024-09-16 10:30:36.298,0.29737710
2024-09-16 10:30:36.311,0.29996109
2024-09-16 10:30:36.323,0.29752063
2024-09-16 10:30:36.339,0.29694604
2024-09-16 10:30:36.351,0.29799890
2024-09-16 10:30:36.363,0.29752063
2024-09-16 10:30:36.376,0.29665899
2024-09-16 10:30:36.388,0.30220985
2024-09-16 10:30:36.400,0.29642009
2024-09-16 10:30:36.413,0.30268859
2024-09-16 10:30:36.425,0.30615758
2024-09-16 10:30:36.438,0.31831216
2024-09-16 10:30:36.450,0.31283283
2024-09-16 10:30:36.462,0.29553461
2024-09-16 10:30:36.475,0.29656362
2024-09-16 10:30:36.487,0.29986524
2024-09-16 10:30:36.499,0.29744863
2024-09-16 10:30:36.511,0.29838180
2024-09-16 10:30:36.524,0.29876470
2024-09-16 10:30:36.536,0.29708957
2024-09-16 10:30:36.551,0.29993677
2024-09-16 10:30:36.560,0.30031967
2024-09-16 10:30:36.572,0.29649162
2024-09-16 10:30:36.585,0.30230569
2024-09-16 10:30:36.597,0.29665899
2024-09-16 10:30:36.614,0.30314302
2024-09-16 10:30:36.626,0.30067873
2024-09-16 10:30:36.638,0.29625225
2024-09-16 10:30:36.651,0.30244922
2024-09-16 10:30:36.663,0.30285596
2024-09-16 10:30:36.675,0.29575014
2024-09-16 10:30:36.688,0.30211448
2024-09-16 10:30:36.700,0.30216217
2024-09-16 10:30:36.712,0.29835796
2024-09-16 10:30:36.724,0.30287981
2024-09-16 10:30:36.736,0.29586982
2024-09-16 10:30:36.749,0.29704189
2024-09-16 10:30:36.761,0.30017614
2024-09-16 10:30:36.774,0.29785537
2024-09-16 10:30:36.785,0.30194664
2024-09-16 10:30:36.798,0.29694604
2024-09-16 10:30:36.810,0.29689836
2024-09-16 10:30:36.823,0.30005645
2024-09-16 10:30:36.835,0.29756832
2024-09-16 10:30:36.847,0.29701805
2024-09-16 10:30:36.859,0.30149221
2024-09-16 10:30:36.872,0.29646778
2024-09-16 10:30:36.888,0.30266475
2024-09-16 10:30:36.900,0.29814243
2024-09-16 10:30:36.913,0.29838180
2024-09-16 10:30:36.925,0.30060672
2024-09-16 10:30:36.937,0.30280828
2024-09-16 10:30:36.950,0.29534339
2024-09-16 10:30:36.962,0.30144405
2024-09-16 10:30:36.974,0.29651546
2024-09-16 10:30:36.986,0.29964971
2024-09-16 10:30:36.999,0.30400466
2024-09-16 10:30:37.011,0.30292797
2024-09-16 10:30:37.023,0.30335855
2024-09-16 10:30:37.036,0.30091810
2024-09-16 10:30:37.048,0.29697036
2024-09-16 10:30:37.059,0.29924297
2024-09-16 10:30:37.073,0.29747247
2024-09-16 10:30:37.085,0.29811859
2024-09-16 10:30:37.097,0.29943466
2024-09-16 10:30:37.109,0.29737710
2024-09-16 10:30:37.122,0.29756832
2024-09-16 10:30:37.134,0.30036783
2024-09-16 10:30:37.146,0.29632425
2024-09-16 10:30:37.158,0.30290365
2024-09-16 10:30:37.175,0.29943466
2024-09-16 10:30:37.187,0.29926681
2024-09-16 10:30:37.199,0.29969787
2024-09-16 10:30:37.212,0.29630041
2024-09-16 10:30:37.224,0.29505634
2024-09-16 10:30:37.236,0.30271244
2024-09-16 10:30:37.249,0.29642009
2024-09-16 10:30:37.260,0.29998493
2024-09-16 10:30:37.273,0.30043935
2024-09-16 10:30:37.285,0.29685068
2024-09-16 10:30:37.298,0.30295181
2024-09-16 10:30:37.309,0.30125284
2024-09-16 10:30:37.322,0.29682683
2024-09-16 10:30:37.335,0.29981756
2024-09-16 10:30:37.347,0.29744863
2024-09-16 10:30:37.359,0.29706573
2024-09-16 10:30:37.371,0.30486583
2024-09-16 10:30:37.384,0.29895591
2024-09-16 10:30:37.396,0.30079841
2024-09-16 10:30:37.408,0.30012845
2024-09-16 10:30:37.421,0.29687452
2024-09-16 10:30:37.433,0.30175542
2024-09-16 10:30:37.449,0.29730510
2024-09-16 10:30:37.462,0.29969787
2024-09-16 10:30:37.474,0.29929113
2024-09-16 10:30:37.486,0.29663515
2024-09-16 10:30:37.498,0.30101394
2024-09-16 10:30:37.510,0.30244922
2024-09-16 10:30:37.523,0.29555845
2024-09-16 10:30:37.535,0.30098962
2024-09-16 10:30:37.548,0.31386184
2024-09-16 10:30:37.559,0.28282976
2024-09-16 10:30:37.572,0.30209016
2024-09-16 10:30:37.584,0.29567813
2024-09-16 10:30:37.597,0.29682683
2024-09-16 10:30:37.609,0.29972171
2024-09-16 10:30:37.621,0.29950618
2024-09-16 10:30:37.634,0.29840564
2024-09-16 10:30:37.646,0.29893207
2024-09-16 10:30:37.658,0.29697036
2024-09-16 10:30:37.670,0.30008029
2024-09-16 10:30:37.683,0.29761600
2024-09-16 10:30:37.695,0.29711389
2024-09-16 10:30:37.707,0.30067873
2024-09-16 10:30:37.723,0.30536842
2024-09-16 10:30:37.735,0.30283212
2024-09-16 10:30:37.747,0.29658746
2024-09-16 10:30:37.761,0.29740095
2024-09-16 10:30:37.773,0.30000877
2024-09-16 10:30:37.785,0.30244922
2024-09-16 10:30:37.797,0.29522371
2024-09-16 10:30:37.810,0.30252122
2024-09-16 10:30:37.822,0.29752063
2024-09-16 10:30:37.834,0.30091810
2024-09-16 10:30:37.847,0.30216217
2024-09-16 10:30:37.858,0.29563045
2024-09-16 10:30:37.871,0.30276012
2024-09-16 10:30:37.883,0.30096578
2024-09-16 10:30:37.896,0.29692220
2024-09-16 10:30:37.908,0.29931497
2024-09-16 10:30:37.920,0.29759216
2024-09-16 10:30:37.933,0.30371713
2024-09-16 10:30:37.945,0.30551195
2024-09-16 10:30:37.957,0.29675483
2024-09-16 10:30:37.969,0.29756832
2024-09-16 10:30:37.982,0.29945850
2024-09-16 10:30:37.993,0.29775953
2024-09-16 10:30:38.010,0.30024814
2024-09-16 10:30:38.023,0.29651546
2024-09-16 10:30:38.035,0.29833412
2024-09-16 10:30:38.047,0.29936265
2024-09-16 10:30:38.059,0.29699420
2024-09-16 10:30:38.072,0.29591751
2024-09-16 10:30:38.084,0.30249691
2024-09-16 10:30:38.096,0.29577398
2024-09-16 10:30:38.108,0.30232954
2024-09-16 10:30:38.121,0.30089378
2024-09-16 10:30:38.133,0.29661130
2024-09-16 10:30:38.146,0.30206632
2024-09-16 10:30:38.157,0.30264091
2024-09-16 10:30:38.170,0.29589366
2024-09-16 10:30:38.182,0.30091810
2024-09-16 10:30:38.195,0.30316686
2024-09-16 10:30:38.207,0.28802204
2024-09-16 10:30:38.219,0.30354976
2024-09-16 10:30:38.232,0.29591751
2024-09-16 10:30:38.244,0.30144405
2024-09-16 10:30:38.256,0.29984140
2024-09-16 10:30:38.268,0.29783153
2024-09-16 10:30:38.285,0.29957818
2024-09-16 10:30:38.296,0.29828596
2024-09-16 10:30:38.309,0.29687452
2024-09-16 10:30:38.322,0.29931497
2024-09-16 10:30:38.334,0.29737710
2024-09-16 10:30:38.346,0.29689836
2024-09-16 10:30:38.358,0.30146837
2024-09-16 10:30:38.371,0.29618072
2024-09-16 10:30:38.383,0.30692338
2024-09-16 10:30:38.395,0.30998611
2024-09-16 10:30:38.408,0.29771184
2024-09-16 10:30:38.420,0.30070257
2024-09-16 10:30:38.432,0.29584550
2024-09-16 10:30:38.445,0.29548692
2024-09-16 10:30:38.457,0.30280828
2024-09-16 10:30:38.469,0.29603719
2024-09-16 10:30:38.481,0.30079841
2024-09-16 10:30:38.493,0.30206632
2024-09-16 10:30:38.506,0.29622840
2024-09-16 10:30:38.518,0.30218601
2024-09-16 10:30:38.531,0.30134868
2024-09-16 10:30:38.543,0.29642009
2024-09-16 10:30:38.559,0.29986524
2024-09-16 10:30:38.572,0.29747247
2024-09-16 10:30:38.584,0.29661130
2024-09-16 10:30:38.596,0.30125284
2024-09-16 10:30:38.608,0.29680252
2024-09-16 10:30:38.620,0.29998493
2024-09-16 10:30:38.633,0.29955434
2024-09-16 10:30:38.645,0.29668283
2024-09-16 10:30:38.658,0.30113315
2024-09-16 10:30:38.669,0.29692220
2024-09-16 10:30:38.682,0.29857301
2024-09-16 10:30:38.694,0.30989027
2024-09-16 10:30:38.707,0.29926681
2024-09-16 10:30:38.719,0.29582166
2024-09-16 10:30:38.731,0.30252122
2024-09-16 10:30:38.743,0.29543876
2024-09-16 10:30:38.756,0.30230569
2024-09-16 10:30:38.768,0.29955434
2024-09-16 10:30:38.780,0.29744863
2024-09-16 10:30:38.793,0.30197095
2024-09-16 10:30:38.805,0.29539108
2024-09-16 10:30:38.817,0.29541492
2024-09-16 10:30:38.834,0.30204248
2024-09-16 10:30:38.846,0.30314302
2024-09-16 10:30:38.857,0.29850149
2024-09-16 10:30:38.870,0.30242538
2024-09-16 10:30:38.882,0.29651546
2024-09-16 10:30:38.895,0.30225753
2024-09-16 10:30:38.907,0.30031967
2024-09-16 10:30:38.920,0.29692220
2024-09-16 10:30:38.932,0.29929113
2024-09-16 10:30:38.944,0.29759216
2024-09-16 10:30:38.957,0.29601335
2024-09-16 10:30:38.969,0.29859733
2024-09-16 10:30:38.981,0.29697036
2024-09-16 10:30:38.993,0.29996109
2024-09-16 10:30:39.006,0.30051136
2024-09-16 10:30:39.018,0.29594135
2024-09-16 10:30:39.030,0.30197095
2024-09-16 10:30:39.042,0.29766416
2024-09-16 10:30:39.055,0.30008029
2024-09-16 10:30:39.067,0.29986524
2024-09-16 10:30:39.079,0.29596519
2024-09-16 10:30:39.092,0.29555845
2024-09-16 10:30:39.104,0.30206632
2024-09-16 10:30:39.120,0.29586982
2024-09-16 10:30:39.133,0.30852651
2024-09-16 10:30:39.145,0.31702041
2024-09-16 10:30:39.157,0.29787921
2024-09-16 10:30:39.170,0.30244922
2024-09-16 10:30:39.182,0.29634809
2024-09-16 10:30:39.194,0.29708957
2024-09-16 10:30:39.206,0.29936265
2024-09-16 10:30:39.219,0.29747247
2024-09-16 10:30:39.231,0.29850149
2024-09-16 10:30:39.243,0.29692220
2024-09-16 10:30:39.256,0.29737710
2024-09-16 10:30:39.268,0.29909944
2024-09-16 10:30:39.280,0.30029582
2024-09-16 10:30:39.292,0.29653930
2024-09-16 10:30:39.305,0.30201864
2024-09-16 10:30:39.317,0.29704189
2024-09-16 10:30:39.329,0.30130052
2024-09-16 10:30:39.342,0.29787921
2024-09-16 10:30:39.354,0.29651546
2024-09-16 10:30:39.366,0.30185079
2024-09-16 10:30:39.378,0.30302333
2024-09-16 10:30:39.395,0.29517555
2024-09-16 10:30:39.407,0.29905176
2024-09-16 10:30:39.419,0.29874086
2024-09-16 10:30:39.432,0.29897975
2024-09-16 10:30:39.444,0.30608606
2024-09-16 10:30:39.455,0.29677867
2024-09-16 10:30:39.468,0.29627609
2024-09-16 10:30:39.481,0.29976940
2024-09-16 10:30:39.493,0.29747247
2024-09-16 10:30:39.505,0.29857301
2024-09-16 10:30:39.518,0.29694604
2024-09-16 10:30:39.530,0.29680252
2024-09-16 10:30:39.542,0.30019998
2024-09-16 10:30:39.554,0.29737710
2024-09-16 10:30:39.566,0.29687452
2024-09-16 10:30:39.579,0.30082225
2024-09-16 10:30:39.591,0.29938650
2024-09-16 10:30:39.603,0.30235338
2024-09-16 10:30:39.615,0.29795122
2024-09-16 10:30:39.628,0.29692220
2024-09-16 10:30:39.640,0.30094194
2024-09-16 10:30:39.653,0.30283212
2024-09-16 10:30:39.669,0.29584550
2024-09-16 10:30:39.681,0.30189895
2024-09-16 10:30:39.694,0.29675483
2024-09-16 10:30:39.706,0.29874086
2024-09-16 10:30:39.718,0.30187511
2024-09-16 10:30:39.731,0.29594135
2024-09-16 10:30:39.742,0.30182743
2024-09-16 10:30:39.755,0.29986524
2024-09-16 10:30:39.767,0.29730510
2024-09-16 10:30:39.779,0.29919528
2024-09-16 10:30:39.791,0.29718542
2024-09-16 10:30:39.804,0.29627609
2024-09-16 10:30:39.816,0.29943466
2024-09-16 10:30:39.829,0.29730510
2024-09-16 10:30:39.841,0.29689836
2024-09-16 10:30:39.853,0.30113315
2024-09-16 10:30:39.866,0.29591751
2024-09-16 10:30:39.878,0.30259275
2024-09-16 10:30:39.890,0.29917144
2024-09-16 10:30:39.903,0.29862117
2024-09-16 10:30:39.915,0.30012845
2024-09-16 10:30:39.927,0.29591751
2024-09-16 10:30:39.940,0.29500818
2024-09-16 10:30:39.956,0.30235338
2024-09-16 10:30:39.968,0.29567813
2024-09-16 10:30:39.980,0.29979324
2024-09-16 10:30:39.993,0.30120515
2024-09-16 10:30:40.005,0.29682683
2024-09-16 10:30:40.017,0.30249691
2024-09-16 10:30:40.030,0.30146837
2024-09-16 10:30:40.042,0.29627609
2024-09-16 10:30:40.054,0.30003261
2024-09-16 10:30:40.066,0.29699420
2024-09-16 10:30:40.079,0.29802274
2024-09-16 10:30:40.091,0.30113315
2024-09-16 10:30:40.103,0.29653930
2024-09-16 10:30:40.116,0.30108547
2024-09-16 10:30:40.128,0.29976940
2024-09-16 10:30:40.140,0.29704189
2024-09-16 10:30:40.152,0.29972171
2024-09-16 10:30:40.165,0.29775953
2024-09-16 10:30:40.177,0.29663515
2024-09-16 10:30:40.189,0.29893207
2024-09-16 10:30:40.202,0.29759216
2024-09-16 10:30:40.214,0.29706573
2024-09-16 10:30:40.230,0.30041551
2024-09-16 10:30:40.242,0.29606103
2024-09-16 10:30:40.255,0.30199480
2024-09-16 10:30:40.267,0.29775953
2024-09-16 10:30:40.279,0.29826211
2024-09-16 10:30:40.292,0.29945850
2024-09-16 10:30:40.303,0.29649162
2024-09-16 10:30:40.316,0.29558229
2024-09-16 10:30:40.328,0.30244922
2024-09-16 10:30:40.341,0.29553461
2024-09-16 10:30:40.353,0.31338357
2024-09-16 10:30:40.365,0.31587171
2024-09-16 10:30:40.378,0.29687452
2024-09-16 10:30:40.390,0.30192279
2024-09-16 10:30:40.402,0.30273628
2024-09-16 10:30:40.415,0.29551076
2024-09-16 10:30:40.426,0.30144405
2024-09-16 10:30:40.439,0.30402851
2024-09-16 10:30:40.451,0.29560661
2024-09-16 10:30:40.464,0.30235338
2024-09-16 10:30:40.476,0.29575014
2024-09-16 10:30:40.488,0.30240154
2024-09-16 10:30:40.504,0.30027198
2024-09-16 10:30:40.517,0.29728126
2024-09-16 10:30:40.529,0.29950618
2024-09-16 10:30:40.542,0.29797506
2024-09-16 10:30:40.554,0.29644393
2024-09-16 10:30:40.566,0.29938650
2024-09-16 10:30:40.578,0.29670715
2024-09-16 10:30:40.591,0.29711389
2024-09-16 10:30:40.603,0.30012845
2024-09-16 10:30:40.615,0.29615688
2024-09-16 10:30:40.627,0.30125284
2024-09-16 10:30:40.639,0.29811859
2024-09-16 10:30:40.652,0.29826211
2024-09-16 10:30:40.664,0.29996109
2024-09-16 10:30:40.676,0.29663515
2024-09-16 10:30:40.688,0.29572582
2024-09-16 10:30:40.701,0.30223417
2024-09-16 10:30:40.714,0.30003261
2024-09-16 10:30:40.726,0.29735279
2024-09-16 10:30:40.738,0.31637430
2024-09-16 10:30:40.751,0.29701805
2024-09-16 10:30:40.763,0.30323886
2024-09-16 10:30:40.779,0.30161190
2024-09-16 10:30:40.791,0.29653930
2024-09-16 10:30:40.804,0.29976940
2024-09-16 10:30:40.816,0.29785537
2024-09-16 10:30:40.828,0.29792737
2024-09-16 10:30:40.841,0.30055904
2024-09-16 10:30:40.853,0.29682683
2024-09-16 10:30:40.865,0.30031967
2024-09-16 10:30:40.877,0.29919528
2024-09-16 10:30:40.890,0.29723358
2024-09-16 10:30:40.902,0.29974555
2024-09-16 10:30:40.914,0.29646778
2024-09-16 10:30:40.927,0.29842948
2024-09-16 10:30:40.939,0.30031967
2024-09-16 10:30:40.951,0.29842948
2024-09-16 10:30:40.963,0.29627609
2024-09-16 10:30:40.975,0.30153989
2024-09-16 10:30:40.988,0.29536724
2024-09-16 10:30:41.000,0.30309534
2024-09-16 10:30:41.012,0.29933881
2024-09-16 10:30:41.025,0.29886007
2024-09-16 10:30:41.037,0.30053520
2024-09-16 10:30:41.049,0.29553461
2024-09-16 10:30:41.066,0.29531908
2024-09-16 10:30:41.078,0.30194664
2024-09-16 10:30:41.090,0.29663515
2024-09-16 10:30:41.103,0.29905176
2024-09-16 10:30:41.115,0.30072641
2024-09-16 10:30:41.127,0.29711389
2024-09-16 10:30:41.140,0.30240154
2024-09-16 10:30:41.152,0.30065488
2024-09-16 10:30:41.164,0.29711389
2024-09-16 10:30:41.176,0.29943466
2024-09-16 10:30:41.189,0.29720926
2024-09-16 10:30:41.201,0.29744863
2024-09-16 10:30:41.213,0.29826211
2024-09-16 10:30:41.225,0.29728126
2024-09-16 10:30:41.238,0.29960203
2024-09-16 10:30:41.250,0.29991292
2024-09-16 10:30:41.262,0.29630041
2024-09-16 10:30:41.275,0.30170726
2024-09-16 10:30:41.287,0.30345439
2024-09-16 10:30:41.299,0.31802511
2024-09-16 10:30:41.312,0.31797742
2024-09-16 10:30:41.324,0.29622840
2024-09-16 10:30:41.340,0.29527139
2024-09-16 10:30:41.353,0.30244922
2024-09-16 10:30:41.365,0.29551076
2024-09-16 10:30:41.376,0.30087041
2024-09-16 10:30:41.389,0.29960203
2024-09-16 10:30:41.402,0.29862117
2024-09-16 10:30:41.414,0.30213832
2024-09-16 10:30:41.426,0.29680252
2024-09-16 10:30:41.438,0.29658746
2024-09-16 10:30:41.451,0.29991292
2024-09-16 10:30:41.463,0.29720926
2024-09-16 10:30:41.475,0.30527257
2024-09-16 10:30:41.488,0.30914831
2024-09-16 10:30:41.500,0.29680252
2024-09-16 10:30:41.512,0.30010461
2024-09-16 10:30:41.524,0.29706573
2024-09-16 10:30:41.537,0.29711389
2024-09-16 10:30:41.549,0.30079841
2024-09-16 10:30:41.561,0.29699420
2024-09-16 10:30:41.573,0.30096578
2024-09-16 10:30:41.586,0.30395650
2024-09-16 10:30:41.598,0.29378795
2024-09-16 10:30:41.615,0.30055904
2024-09-16 10:30:41.627,0.30168390
2024-09-16 10:30:41.639,0.29508018
2024-09-16 10:30:41.652,0.30551195
2024-09-16 10:30:41.664,0.31103897
2024-09-16 10:30:41.675,0.30063104
2024-09-16 10:30:41.688,0.30247306
2024-09-16 10:30:41.700,0.29519987
2024-09-16 10:30:41.712,0.30199480
2024-09-16 10:30:41.725,0.30077457
